Id. de la fila,Id. del pedido,Fecha del pedido,Fecha de envío,Método de envío,Id. del cliente,Nombre del cliente,Segmento,Ciudad,Provincia/Estado/Departamento,País/Región,Región,Id. del producto,Categoría,Subcategoría,Nombre del producto,Ventas,Cantidad,Descuento,Ganancia
9415,US-2023-102750,11/18/2023,11/20/2023,Rápido,TL-21115,Teodoro Llarnas,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,TEC-TE-10002972,Tecnología,Teléfonos,"Apple Teléfono inteligente, Azul",986.4,2,0.4,-592
9416,US-2023-102750,11/18/2023,11/20/2023,Rápido,TL-21115,Teodoro Llarnas,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-SU-10002122,Material de oficina,Suministros,"Stiletto Regla, Azul",59.52,1,0.4,-14.08
9417,US-2023-102750,11/18/2023,11/20/2023,Rápido,TL-21115,Teodoro Llarnas,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-GR-10004369,Material de oficina,Grapas,"Advantus Clips, Al por mayor",167.4,3,0.4,-19.8
9613,MX-2022-114895,11/10/2022,11/16/2022,Estándar,PL-20095,Prudencio Luna,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-AR-10003770,Material de oficina,Arte,"Stanley Lienzos, Metal",811.68,4,0.4,107.68
9643,MX-2022-115868,7/7/2022,7/11/2022,Estándar,HC-15685,Hilda Contreras,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-CA-10004833,Material de oficina,Carpetas,"Cardinal Separadores, Transparente",161.28,6,0.4,10.08
9644,MX-2022-115868,7/7/2022,7/11/2022,Estándar,HC-15685,Hilda Contreras,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,MOB-MO-10002504,Mobiliario,Mobiliario,"Deflect-O Bandeja apiladora, Negro",202.32,2,0.4,-131.68
9668,US-2023-138618,11/25/2023,11/30/2023,Estándar,KV-17335,Kevin Vera,Pequeña empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,TEC-TE-10003716,Tecnología,Teléfonos,"Cisco Base de audio, Tamaño completo",1466.88,2,0.4,-220.32
9683,US-2021-138450,5/20/2021,5/26/2021,Estándar,CL-12505,Cipriano Lucero,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-ET-10002439,Material de oficina,Etiquetas,"Novimex Etiquetas extraíbles, Rojo",116.28,3,0.4,-4.32
9690,US-2023-169635,10/31/2023,11/2/2023,Urgente,BC-12115,Blanca Carrasco,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,MOB-MO-10002554,Mobiliario,Mobiliario,"Tenex Bombilla, Premium",351,5,0.4,-182
9705,US-2020-127439,10/15/2020,10/17/2020,Urgente,HF-15880,Hipólito Fuentes,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-SO-10000520,Material de oficina,Sobres,"Jiffy Sobres de uso interno, Rojo",1199.52,6,0.4,-360.48
9706,US-2020-127439,10/15/2020,10/17/2020,Urgente,HF-15880,Hipólito Fuentes,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,MOB-LI-10001108,Mobiliario,Librerías,"Dania Vitrina, Negro",1142.4,2,0.4,-476
9733,US-2023-105508,12/1/2023,12/6/2023,Estándar,EP-13780,Elena Padrón,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-CA-10004672,Material de oficina,Carpetas,"Acco Perforador, Económico",722.88,6,0.4,-385.92
9809,US-2023-103317,9/12/2023,9/14/2023,Rápido,EL-14425,Ernesto León,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-EL-10001384,Material de oficina,Electrodomésticos,"Cuisinart Batidora, Blanco",2605.2,10,0.4,-1130.8
9810,US-2023-103317,9/12/2023,9/14/2023,Rápido,EL-14425,Ernesto León,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-GR-10002858,Material de oficina,Grapas,"Stockwell Grapadoras, Metal",387,5,0.4,-258
9814,US-2021-121853,12/18/2021,12/23/2021,Estándar,AR-11410,Arturo Rocarte,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,TEC-TE-10003807,Tecnología,Teléfonos,"Nokia Auriculares, Azul",877.32,3,0.4,-453.48
9841,US-2020-137309,5/9/2020,5/13/2020,Estándar,CM-12460,Casandra Mateo,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,TEC-TE-10003109,Tecnología,Teléfonos,"Cisco Teléfono inteligente, Tamaño completo",1677.24,3,0.4,-1118.16
9842,US-2021-124604,7/6/2021,7/9/2021,Urgente,AV-11275,Ari Verduzco,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,TEC-CO-10001759,Tecnología,Copiadoras,"Canon Fotocopiadora con fax, 2",2288.4264,3,0.402,-734.9736
9843,US-2021-126270,1/1/2021,1/5/2021,Estándar,ES-13975,Eloísa Soto,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,MOB-LI-10001389,Mobiliario,Librerías,"Sauder Biblioteca, Blanco",4681.8,3,0.4,-1248.6
9844,US-2021-126270,1/1/2021,1/5/2021,Estándar,ES-13975,Eloísa Soto,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,TEC-TE-10000541,Tecnología,Teléfonos,"Apple Teléfono de oficina, Azul",522.24,2,0.4,-148.16
9871,MX-2021-121601,5/1/2021,5/6/2021,Estándar,GO-15025,Gabriel Osorio,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,MOB-SI-10003090,Mobiliario,Sillas,"Harbour Creations Taburete, Ajustable",6573.96,9,0.4,218.16
9913,MX-2022-101525,12/4/2022,12/5/2022,Urgente,ES-14230,Emiliana Serna,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,TEC-AC-10003107,Tecnología,Accesorios,"Memorex Router, Económico",2954.52,3,0.4,147.72
9932,US-2023-144764,11/20/2023,11/26/2023,Estándar,IC-16165,Iris Campos,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,MOB-MO-10003254,Mobiliario,Mobiliario,"Tenex Bombilla, Duradero",255.36,4,0.4,-158.24
9933,US-2023-144764,11/20/2023,11/26/2023,Estándar,IC-16165,Iris Campos,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,TEC-AC-10002557,Tecnología,Accesorios,"SanDisk Teclado, Programable",663.84,2,0.4,-66.56
9934,US-2023-144764,11/20/2023,11/26/2023,Estándar,IC-16165,Iris Campos,Empresa,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-PA-10004161,Material de oficina,Papel,"Enermax Recordadores, Premium",125.28,2,0.4,-81.52
9961,US-2022-111549,7/12/2022,7/17/2022,Estándar,HC-15835,Humberto Chavarría,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-CA-10001265,Material de oficina,Carpetas,"Ibico Separadores, Reciclado",37.08,1,0.4,-16.72
9974,US-2023-131954,11/21/2023,11/23/2023,Urgente,DS-13315,Dafne Sedillo,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-SO-10001681,Material de oficina,Sobres,"GlobeWeis Sobre empresarial, Reciclado",387.36,6,0.4,-103.44
9975,US-2023-131954,11/21/2023,11/23/2023,Urgente,DS-13315,Dafne Sedillo,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-PA-10004177,Material de oficina,Papel,"SanDisk Material de oficina, Multicolor",398.64,2,0.4,-46.56
9976,US-2023-131954,11/21/2023,11/23/2023,Urgente,DS-13315,Dafne Sedillo,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,MOB-MO-10003628,Mobiliario,Mobiliario,"Deflect-O Tope para puertas, Negro",703.2,4,0.4,-468.8
9977,US-2023-131954,11/21/2023,11/23/2023,Urgente,DS-13315,Dafne Sedillo,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-AL-10004812,Material de oficina,Almacenamiento,"Eldon Casilleros, Azul",1583.28,2,0.4,-1029.52
9978,US-2023-131954,11/21/2023,11/23/2023,Urgente,DS-13315,Dafne Sedillo,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-AL-10002606,Material de oficina,Almacenamiento,"Rogers Archivador móvil, Azul",2265.6,4,0.4,-1472.8
9979,US-2023-131954,11/21/2023,11/23/2023,Urgente,DS-13315,Dafne Sedillo,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,MAT-SO-10001330,Material de oficina,Sobres,"Cameo Sobre de hebilla, 50",266.28,7,0.4,35.28
9980,US-2023-131954,11/21/2023,11/23/2023,Urgente,DS-13315,Dafne Sedillo,Cliente,Tegucigalpa,Francisco Morazán,Honduras,Centro,TEC-TE-10003327,Tecnología,Teléfonos,"Cisco Cargador, Al por mayor",7817.76,3,0.4,-4821.24
46,MX-2023-164959,1/17/2023,1/18/2023,Mismo día,JC-16960,Julio Corral,Pequeña empresa,Goiânia,Goiás,Brasil,Sur,MOB-SI-10002108,Mobiliario,Sillas,"Novimex Silla plegable, 2",1689.6,3,0,405
425,MX-2021-159702,12/30/2021,1/6/2022,Estándar,AO-10255,Adolfo Ojeda,Pequeña empresa,Goiânia,Goiás,Brasil,Sur,MAT-ET-10002839,Material de oficina,Etiquetas,"Novimex Etiquetas para carpetas de archivos, Duradero",172.8,3,0,60
511,MX-2021-118080,12/29/2021,1/3/2022,Estándar,CS-12850,Cornelio Sauceda,Cliente,Goiânia,Goiás,Brasil,Sur,MOB-MO-10002101,Mobiliario,Mobiliario,"Rubvermaid Marco, Premium",1446.8,2,0,130
512,MX-2021-118080,12/29/2021,1/3/2022,Estándar,CS-12850,Cornelio Sauceda,Cliente,Goiânia,Goiás,Brasil,Sur,MAT-AL-10004624,Material de oficina,Almacenamiento,"Smead Archivador móvil, Industrial",6873.6,8,0,2611.2
2643,MX-2021-151855,8/19/2021,8/25/2021,Estándar,EM-13855,Elías Macías,Empresa,Anápolis,Goiás,Brasil,Sur,MOB-LI-10000384,Mobiliario,Librerías,"Dania Librería clásica, Blanco",8265.6,3,0,1487.4
3118,MX-2022-168123,2/1/2022,2/7/2022,Estándar,NA-19495,Nora Arroyo,Cliente,Valparaíso de Goiás,Goiás,Brasil,Sur,MAT-CA-10003787,Material de oficina,Carpetas,"Wilson Jones Anillas, Reciclado",195.6,6,0,52.8
3119,MX-2022-168123,2/1/2022,2/7/2022,Estándar,NA-19495,Nora Arroyo,Cliente,Valparaíso de Goiás,Goiás,Brasil,Sur,TEC-AC-10002557,Tecnología,Accesorios,"SanDisk Teclado, Programable",1659.6,3,0,564
3120,MX-2022-168123,2/1/2022,2/7/2022,Estándar,NA-19495,Nora Arroyo,Cliente,Valparaíso de Goiás,Goiás,Brasil,Sur,MAT-ET-10004255,Material de oficina,Etiquetas,"Avery Etiquetas redondas, Rojo",139.2,3,0,18
5112,MX-2021-144848,8/4/2021,8/6/2021,Urgente,JD-16900,Josué Delgado,Cliente,Valparaíso de Goiás,Goiás,Brasil,Sur,MAT-AL-10001823,Material de oficina,Almacenamiento,"Smead Casilleros, Azul",14550.8,11,0,2618
5353,MX-2023-124492,3/17/2023,3/22/2023,Estándar,PA-19900,Patricia Agosto,Cliente,Jataí,Goiás,Brasil,Sur,MAT-AL-10000128,Material de oficina,Almacenamiento,"Tenex Caja, Metal",207.6,2,0,28.8
5580,MX-2022-138828,12/21/2022,12/22/2022,Urgente,IC-16405,Iris Casares,Pequeña empresa,Águas Lindas de Goiás,Goiás,Brasil,Sur,MAT-ET-10003182,Material de oficina,Etiquetas,"Smead Etiquetas con códigos de color, Ajustable",146,2,0,39.2
5710,MX-2023-144813,2/5/2023,2/11/2023,Estándar,AG-11095,Ania Gámez,Empresa,Anápolis,Goiás,Brasil,Sur,MOB-SI-10001844,Mobiliario,Sillas,"Office Star Estora, Ajustable",2732.4,6,0,627.6
5711,MX-2023-123274,3/7/2023,3/12/2023,Rápido,JT-17050,Jairo Tovar,Cliente,Águas Lindas de Goiás,Goiás,Brasil,Sur,MAT-SU-10003406,Material de oficina,Suministros,"Kleencut Recortadora, Azul",1104.8,4,0,220.8
5712,MX-2023-123274,3/7/2023,3/12/2023,Rápido,JT-17050,Jairo Tovar,Cliente,Águas Lindas de Goiás,Goiás,Brasil,Sur,MAT-GR-10003584,Material de oficina,Grapas,"Accos Cintas de goma, Paquete de 12",214.8,2,0,57.6
5829,MX-2020-107132,12/28/2020,1/1/2021,Rápido,TL-21115,Teodoro Llarnas,Empresa,Goiânia,Goiás,Brasil,Sur,MAT-CA-10001185,Material de oficina,Carpetas,"Acco Separadores, Transparente",268,5,0,112
5830,MX-2020-107132,12/28/2020,1/1/2021,Rápido,TL-21115,Teodoro Llarnas,Empresa,Goiânia,Goiás,Brasil,Sur,MOB-LI-10003192,Mobiliario,Librerías,"Ikea Biblioteca, Blanco",4878.8,2,0,975.6
6888,MX-2022-162390,3/16/2022,3/18/2022,Rápido,ÓA-19750,Óscar Armendáriz,Cliente,Novo Gama,Goiás,Brasil,Sur,TEC-CO-10004906,Tecnología,Copiadoras,"Canon Tinta, Color",6920.3316,7,0.002,3105.3316
6908,MX-2023-140207,3/13/2023,3/18/2023,Estándar,BC-12115,Blanca Carrasco,Cliente,Águas Lindas de Goiás,Goiás,Brasil,Sur,MAT-CA-10002175,Material de oficina,Carpetas,"Cardinal Perforador, Duradero",404,2,0,92.8
7233,MX-2022-128671,3/14/2022,3/16/2022,Rápido,LL-17845,Lidia Laureano,Cliente,Novo Gama,Goiás,Brasil,Sur,MOB-MO-10002226,Mobiliario,Mobiliario,"Eldon Marco de foto, Premium",378.2,1,0,75.6
7234,MX-2022-128671,3/14/2022,3/16/2022,Rápido,LL-17845,Lidia Laureano,Cliente,Novo Gama,Goiás,Brasil,Sur,MAT-SO-10000926,Material de oficina,Sobres,"Jiffy Paquetes, Rojo",2171.2,8,0,499.2
7235,MX-2022-128671,3/14/2022,3/16/2022,Rápido,LL-17845,Lidia Laureano,Cliente,Novo Gama,Goiás,Brasil,Sur,TEC-AC-10001932,Tecnología,Accesorios,"SanDisk Router, Programable",1719,1,0,532.8
7236,MX-2022-128671,3/14/2022,3/16/2022,Rápido,LL-17845,Lidia Laureano,Cliente,Novo Gama,Goiás,Brasil,Sur,MAT-CA-10002183,Material de oficina,Carpetas,"Acco Separadores, Reciclado",119.2,2,0,26
7237,MX-2022-128671,3/14/2022,3/16/2022,Rápido,LL-17845,Lidia Laureano,Cliente,Novo Gama,Goiás,Brasil,Sur,MOB-MO-10001983,Mobiliario,Mobiliario,"Deflect-O Marco, Surtido",3670,5,0,403
7369,MX-2023-145541,9/23/2023,9/29/2023,Estándar,VG-21655,Violeta Galindo,Cliente,Goiânia,Goiás,Brasil,Sur,MAT-CA-10001247,Material de oficina,Carpetas,"Wilson Jones Perforador, Reciclado",756,4,0,151.2
7370,MX-2023-145541,9/23/2023,9/29/2023,Estándar,VG-21655,Violeta Galindo,Cliente,Goiânia,Goiás,Brasil,Sur,MOB-MO-10003056,Mobiliario,Mobiliario,"Tenex Reloj, Premium",977.4,3,0,283.2
7371,MX-2023-145541,9/23/2023,9/29/2023,Estándar,VG-21655,Violeta Galindo,Cliente,Goiânia,Goiás,Brasil,Sur,MOB-SI-10004970,Mobiliario,Sillas,"SAFCO Estora, Ajustable",415.4,1,0,20.6
7372,MX-2023-145541,9/23/2023,9/29/2023,Estándar,VG-21655,Violeta Galindo,Cliente,Goiânia,Goiás,Brasil,Sur,MAT-SO-10001420,Material de oficina,Sobres,"Jiffy Cierre adhesivo, Plateado",448.2,3,0,111.6
7564,MX-2020-142545,12/28/2020,12/29/2020,Urgente,AP-11230,Ara Puente,Cliente,Goiânia,Goiás,Brasil,Sur,TEC-AC-10001543,Tecnología,Accesorios,"Belkin Ratón, Negro",545.6,2,0,196.4
7565,MX-2020-142545,12/28/2020,12/29/2020,Urgente,AP-11230,Ara Puente,Cliente,Goiânia,Goiás,Brasil,Sur,MAT-SU-10001560,Material de oficina,Suministros,"Stiletto Cúter, Acero",707.4,3,0,332.4
7724,MX-2021-111864,3/14/2021,3/19/2021,Estándar,LL-18085,Luisa Liébanas,Cliente,Goiânia,Goiás,Brasil,Sur,TEC-AC-10004281,Tecnología,Accesorios,"Logitech Teclado, Negro",968.8,2,0,96.8
8038,MX-2020-151876,5/20/2020,5/25/2020,Estándar,KA-17365,Kristopher Altamira,Cliente,Goiânia,Goiás,Brasil,Sur,MAT-SO-10000689,Material de oficina,Sobres,"GlobeWeis Sobres de uso interno, 50",637.6,2,0,127.2
8632,MX-2022-130302,9/11/2022,9/15/2022,Estándar,SG-20965,Silvia Gil,Empresa,Goiânia,Goiás,Brasil,Sur,TEC-AC-10000836,Tecnología,Accesorios,"Enermax Router, Económico",12055.4,7,0,2048.2
8929,MX-2021-139374,7/5/2021,7/10/2021,Rápido,DR-13615,Domingo Rivero,Cliente,Catalão,Goiás,Brasil,Sur,MAT-AL-10003093,Material de oficina,Almacenamiento,"Tenex Carpetas, Metal",148.6,1,0,52
8993,MX-2021-105032,1/19/2021,1/23/2021,Estándar,LV-17575,Lourdes Villegas,Cliente,Goiânia,Goiás,Brasil,Sur,MOB-MO-10000856,Mobiliario,Mobiliario,"Eldon Marco de foto, Surtido",2714.6,7,0,107.8
9385,MX-2023-168179,11/22/2023,11/26/2023,Estándar,MA-18415,Mariano Alejandro,Cliente,Cidade Ocidental,Goiás,Brasil,Sur,MAT-PA-10004161,Material de oficina,Papel,"Enermax Recordadores, Premium",626.4,6,0,6
9547,MX-2022-119816,10/4/2022,10/9/2022,Estándar,VC-21565,Vanesa Cepeda,Empresa,Goiânia,Goiás,Brasil,Sur,TEC-TE-10001443,Tecnología,Teléfonos,"Cisco Amplificador de señal, Al por mayor",3038.4,3,0,394.8
9548,MX-2022-119816,10/4/2022,10/9/2022,Estándar,VC-21565,Vanesa Cepeda,Empresa,Goiânia,Goiás,Brasil,Sur,MAT-AR-10000019,Material de oficina,Arte,"BIC Subrayadores, Metal",538.4,4,0,42.4
130,MX-2020-158771,1/4/2020,1/11/2020,Estándar,AH-11305,Ariadna Hernández,Pequeña empresa,Manzanillo,Granma,Cuba,Caribe,MAT-SO-10001461,Material de oficina,Sobres,"Jiffy Sobres de uso interno, 50",1857.6,6,0,36
529,MX-2023-100090,6/11/2023,6/17/2023,Estándar,EA-14185,Eugenio Aranda,Cliente,Bayamo,Granma,Cuba,Caribe,MAT-AL-10004135,Material de oficina,Almacenamiento,"Tenex Archivador móvil, Tamaño completo",4472,5,0,1475
1010,MX-2023-164994,10/10/2023,10/15/2023,Rápido,JG-16945,Juanita Guzmán,Empresa,Bayamo,Granma,Cuba,Caribe,TEC-CO-10001759,Tecnología,Copiadoras,"Canon Fotocopiadora con fax, 2",6365.244,5,0.002,1326.244
1011,MX-2023-164994,10/10/2023,10/15/2023,Rápido,JG-16945,Juanita Guzmán,Empresa,Bayamo,Granma,Cuba,Caribe,MOB-SI-10000642,Mobiliario,Sillas,"Novimex Silla de playa, 2",2249.8,7,0,291.2
1012,MX-2020-112795,6/21/2020,6/27/2020,Estándar,NS-19465,Noelia Salas,Pequeña empresa,Bayamo,Granma,Cuba,Caribe,MAT-AL-10000690,Material de oficina,Almacenamiento,"Tenex Bandejas, Industrial",1093.8,3,0,426
1013,MX-2020-112795,6/21/2020,6/27/2020,Estándar,NS-19465,Noelia Salas,Pequeña empresa,Bayamo,Granma,Cuba,Caribe,TEC-MÁ-10001594,Tecnología,Máquinas,"Okidata Impresora, Duradero",3581.6,2,0,1289.2
1163,MX-2023-109274,10/31/2023,11/5/2023,Estándar,MV-18310,Marcial Valdés,Pequeña empresa,Bayamo,Granma,Cuba,Caribe,MOB-MO-10000918,Mobiliario,Mobiliario,"Eldon Reloj, Premium",367.6,1,0,176.4
1823,MX-2023-167731,11/4/2023,11/9/2023,Rápido,TR-21280,Tobías Ramírez,Cliente,Bayamo,Granma,Cuba,Caribe,MOB-SI-10004158,Mobiliario,Sillas,"SAFCO Silla plegable, 2",5864,10,0,2756
1910,MX-2020-131240,11/29/2020,12/4/2020,Estándar,NR-19345,Nieves Robles,Empresa,Bayamo,Granma,Cuba,Caribe,MOB-MO-10000586,Mobiliario,Mobiliario,"Eldon Tope para puertas, Negro",334.4,1,0,103.6
1911,MX-2020-131240,11/29/2020,12/4/2020,Estándar,NR-19345,Nieves Robles,Empresa,Bayamo,Granma,Cuba,Caribe,MAT-AR-10004391,Material de oficina,Arte,"BIC Rotuladores, Tamaños variados",394.8,2,0,189.2
2359,MX-2020-102127,9/21/2020,9/25/2020,Rápido,CB-12325,César Benítez,Pequeña empresa,Manzanillo,Granma,Cuba,Caribe,MAT-CA-10004672,Material de oficina,Carpetas,"Acco Perforador, Económico",401.6,2,0,32
2360,MX-2020-102127,9/21/2020,9/25/2020,Rápido,CB-12325,César Benítez,Pequeña empresa,Manzanillo,Granma,Cuba,Caribe,MAT-CA-10001748,Material de oficina,Carpetas,"Avery Perforador, Económico",1672.2,9,0,585
2418,MX-2022-166359,9/20/2022,9/26/2022,Estándar,ED-14125,Eleonora Delgadillo,Pequeña empresa,Bayamo,Granma,Cuba,Caribe,MOB-SI-10000952,Mobiliario,Sillas,"Office Star Silla de playa, Rojo",2217.6,6,0,554.4
2582,MX-2023-104472,9/17/2023,9/19/2023,Rápido,BH-11935,Begoña Hinojosa,Cliente,Bayamo,Granma,Cuba,Caribe,MAT-EL-10003978,Material de oficina,Electrodomésticos,"Hamilton Beach Horno, Negro",7223.6,2,0,505.6
2932,MX-2022-130883,7/24/2022,7/29/2022,Estándar,QG-20185,Quintín Guajardo,Cliente,Manzanillo,Granma,Cuba,Caribe,MAT-PA-10004606,Material de oficina,Papel,"Green Bar Papel de tipo pergamino, Multicolor",723.6,6,0,230.4
2933,MX-2022-130883,7/24/2022,7/29/2022,Estándar,QG-20185,Quintín Guajardo,Cliente,Manzanillo,Granma,Cuba,Caribe,MAT-CA-10003756,Material de oficina,Carpetas,"Wilson Jones Encuadernadora, Duradero",1345.6,4,0,120.8
2934,MX-2022-130883,7/24/2022,7/29/2022,Estándar,QG-20185,Quintín Guajardo,Cliente,Manzanillo,Granma,Cuba,Caribe,MOB-SI-10003080,Mobiliario,Sillas,"Office Star Estora, Rojo",1316.4,3,0,171
2935,MX-2022-130883,7/24/2022,7/29/2022,Estándar,QG-20185,Quintín Guajardo,Cliente,Manzanillo,Granma,Cuba,Caribe,MAT-CA-10003878,Material de oficina,Carpetas,"Wilson Jones Cubierta de carpeta, Transparente",71,1,0,29
2936,MX-2022-130883,7/24/2022,7/29/2022,Estándar,QG-20185,Quintín Guajardo,Cliente,Manzanillo,Granma,Cuba,Caribe,TEC-CO-10000974,Tecnología,Copiadoras,"Canon Fotocopiadora, Digital",3483.4192,2,0.002,237.0192
3283,MX-2022-136224,3/9/2022,3/14/2022,Estándar,JA-16705,Jazmín Aguirre,Pequeña empresa,Bayamo,Granma,Cuba,Caribe,MAT-SU-10003176,Material de oficina,Suministros,"Stiletto Cúter, Industrial",250.6,1,0,115.2
3461,MX-2023-116855,9/13/2023,9/18/2023,Estándar,FL-14845,Francisco Loera,Cliente,Manzanillo,Granma,Cuba,Caribe,MAT-ET-10002971,Material de oficina,Etiquetas,"Novimex Etiquetas redondas, Ajustable",83.4,3,0,37.2
3462,MX-2023-116855,9/13/2023,9/18/2023,Estándar,FL-14845,Francisco Loera,Cliente,Manzanillo,Granma,Cuba,Caribe,MOB-SI-10004158,Mobiliario,Sillas,"SAFCO Silla plegable, 2",1759.2,3,0,826.8
3463,MX-2023-116855,9/13/2023,9/18/2023,Estándar,FL-14845,Francisco Loera,Cliente,Manzanillo,Granma,Cuba,Caribe,MOB-LI-10003976,Mobiliario,Librerías,"Bush Vitrina, Metal",1904.4,2,0,0
3881,MX-2020-145989,4/13/2020,4/18/2020,Estándar,AL-11635,Antonio Lerma,Cliente,Manzanillo,Granma,Cuba,Caribe,MAT-SO-10002294,Material de oficina,Sobres,"Ames Sobres de uso interno, Plateado",2217.6,7,0,841.4
4002,MX-2023-154466,2/4/2023,2/6/2023,Urgente,AB-10180,Adela Blanco,Pequeña empresa,Bayamo,Granma,Cuba,Caribe,MAT-AL-10001458,Material de oficina,Almacenamiento,"Smead Bandejas, Azul",323.2,1,0,142.2
4003,MX-2023-154466,2/4/2023,2/6/2023,Urgente,AB-10180,Adela Blanco,Pequeña empresa,Bayamo,Granma,Cuba,Caribe,MAT-SO-10003115,Material de oficina,Sobres,"Ames Sobre de tipo Manila, Plateado",541.8,3,0,81
4232,MX-2022-138359,5/12/2022,5/17/2022,Estándar,EV-14155,Esteban Velázquez,Cliente,Bayamo,Granma,Cuba,Caribe,MAT-EL-10003270,Material de oficina,Electrodomésticos,"Hamilton Beach Frigorífico, Blanco",19930.8,6,0,4982.4
4233,MX-2022-138359,5/12/2022,5/17/2022,Estándar,EV-14155,Esteban Velázquez,Cliente,Bayamo,Granma,Cuba,Caribe,MAT-SU-10003841,Material de oficina,Suministros,"Fiskars Tijeras, Rectangular",264.8,2,0,55.6
4464,MX-2022-142811,5/21/2022,5/26/2022,Estándar,DT-13585,Dolores Treviño,Empresa,Manzanillo,Granma,Cuba,Caribe,TEC-CO-10003478,Tecnología,Copiadoras,"Hewlett Fotocopiadora personal, Rojo",2843.7012,3,0.002,221.7012
4465,MX-2022-142811,5/21/2022,5/26/2022,Estándar,DT-13585,Dolores Treviño,Empresa,Manzanillo,Granma,Cuba,Caribe,MAT-AR-10000761,Material de oficina,Arte,"Boston Bolígrafos, Metal",103.2,1,0,39.2
4466,MX-2022-142811,5/21/2022,5/26/2022,Estándar,DT-13585,Dolores Treviño,Empresa,Manzanillo,Granma,Cuba,Caribe,TEC-AC-10000079,Tecnología,Accesorios,"Memorex Ratón, Negro",567.6,3,0,33.6
4467,MX-2022-142811,5/21/2022,5/26/2022,Estándar,DT-13585,Dolores Treviño,Empresa,Manzanillo,Granma,Cuba,Caribe,MOB-SI-10003747,Mobiliario,Sillas,"Hon Silla de playa, Negro",854.4,3,0,213.6
4468,MX-2022-142811,5/21/2022,5/26/2022,Estándar,DT-13585,Dolores Treviño,Empresa,Manzanillo,Granma,Cuba,Caribe,MOB-SI-10004998,Mobiliario,Sillas,"Harbour Creations Mecedora, 2",2986.8,3,0,657
4469,MX-2022-142811,5/21/2022,5/26/2022,Estándar,DT-13585,Dolores Treviño,Empresa,Manzanillo,Granma,Cuba,Caribe,MOB-MO-10004685,Mobiliario,Mobiliario,"Tenex Marco de foto, Surtido",692,2,0,262.8
4877,MX-2022-138373,12/12/2022,12/16/2022,Estándar,NA-19285,Nicole Argüello,Cliente,Manzanillo,Granma,Cuba,Caribe,MOB-SI-10000887,Mobiliario,Sillas,"Harbour Creations Sillón, Negro",9423.6,3,0,2920.8
4878,MX-2022-138373,12/12/2022,12/16/2022,Estándar,NA-19285,Nicole Argüello,Cliente,Manzanillo,Granma,Cuba,Caribe,MAT-EL-10001939,Material de oficina,Electrodomésticos,"Cuisinart Molinillo de café, Plateado",1049.6,4,0,513.6
4879,MX-2022-138373,12/12/2022,12/16/2022,Estándar,NA-19285,Nicole Argüello,Cliente,Manzanillo,Granma,Cuba,Caribe,MAT-SO-10002533,Material de oficina,Sobres,"Ames Sobres de uso interno, Reciclado",878.4,3,0,25.8
4880,MX-2022-138373,12/12/2022,12/16/2022,Estándar,NA-19285,Nicole Argüello,Cliente,Manzanillo,Granma,Cuba,Caribe,MOB-LI-10003593,Mobiliario,Librerías,"Dania Estante de esquina, Convencional",8951.8,11,0,1520.2
4881,MX-2022-138373,12/12/2022,12/16/2022,Estándar,NA-19285,Nicole Argüello,Cliente,Manzanillo,Granma,Cuba,Caribe,MOB-LI-10001430,Mobiliario,Librerías,"Sauder Conjunto de estantes, Negro",3918.6,3,0,1293
